title,genres
Sisters,Horror
Turkish Delight (Turks fruit),Drama
California Split,Comedy
Emmanuelle,Drama
Gone in 60 Seconds,Action
"Holy Mountain, The (Montaña sagrada, La)",Drama
"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix)",Action
French Connection II,Action
"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!)",Comedy
"Passenger, The (Professione: reporter)",Drama
Trilogy of Terror,Horror
1900 (Novecento),Drama
Futureworld,Sci-Fi
Harlan County U.S.A.,Documentary
Silver Streak,Action
High Anxiety,Comedy
"New York, New York",Drama
"Turning Point, The",Drama
Five Deadly Venoms,Action
Last Hurrah for Chivalry (Hao xia),Action
"Clonus Horror, The",Horror
Snake in the Eagle's Shadow (Se ying diu sau),Action
Hair,Comedy
Love at First Bite,Comedy
"Hitch Hikers Guide to the Galaxy, The",Adventure
Smiley's People,Drama
Blue Thunder,Action
"Day After, The",Drama
Eddie Murphy Delirious,Comedy
"Norte, El",Adventure
Twilight Zone: The Movie,Fantasy
Boy Meets Girl,Drama
Cloak & Dagger,Action
"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure)",Adventure
"Silent Night, Deadly Night",Horror
"Times of Harvey Milk, The",Documentary
What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!),Comedy
Anne of Green Gables,Children
Death of a Salesman,Drama
Ewoks: The Battle for Endor,Adventure
Police Story (Ging chaat goo si),Action
"Quiet Earth, The",Drama
Spies Like Us,Comedy
White Nights,Drama
'Round Midnight,Drama
Club Paradise,Comedy
"Sacrifice, The (Offret - Sacraficatio)",Drama
"Better Tomorrow, A (Ying hung boon sik)",Crime
"Decalogue, The (Dekalog)",Crime
G.I. Joe: The Movie,Action
Hell Comes to Frogtown,Action
"Law of Desire (Ley del deseo, La)",Comedy
Prince of Darkness,Fantasy
"Chinese Ghost Story, A (Sinnui yauwan)",Action
"Better Tomorrow II, A (Ying hung boon sik II)",Crime
"Bourne Identity, The",Action
Dominick and Eugene,Drama
Killer Klowns from Outer Space,Comedy
Moonwalker,Musical
Alice (Neco z Alenky),Animation
Life Is a Long Quiet River (La vie est un long fleuve tranquille),Comedy
Lonesome Dove,Adventure
Kiki's Delivery Service (Majo no takkyûbin),Adventure
Almost an Angel,Comedy
Cry-Baby,Comedy
Bullet in the Head,Action
Ghost Dad,Comedy
It,Drama
Ju Dou,Drama
"Krays, The",Drama
Lionheart,Action
Nuns on the Run,Comedy
Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie),Action
State of Grace,Crime
35 Up,Documentary
Days of Being Wild (A Fei jingjyuhn),Drama
Begotten,Drama
Dutch,Comedy
Hearts of Darkness: A Filmmakers Apocalypse,Documentary
Johnny Stecchino,Comedy
Riki-Oh: The Story of Ricky (Lik Wong),Action
Mannequin 2: On the Move,Comedy
Only Yesterday (Omohide poro poro),Animation
Other People's Money,Comedy
Quigley Down Under,Adventure
Prime Suspect 2,Crime
Captain America,Action
City Hunter (Sing si lip yan),Action
Porco Rosso (Crimson Pig) (Kurenai no buta),Adventure
"Stolen Children (Ladro di bambini, Il)",Drama
Ladybugs,Comedy
"Mambo Kings, The",Drama
Shining Through,Drama
Sidekicks,Action
"Heart in Winter, A (Un coeur en hiver)",Drama
Visions of Light: The Art of Cinematography,Documentary
Bad Boy Bubby,Drama
Barbarians at the Gate,Drama
Fortress,Action
Mr. Nanny,Action
"Snapper, The",Comedy
Sonatine (Sonachine),Action
"Stand, The",Adventure
"Darkman II: Return of Durant, The",Action
Freaked,Comedy
Fist of Legend (Jing wu ying xiong),Action
Major League II,Comedy
My Father the Hero,Comedy
"Pure Formality, A (Pura formalità, Una)",Crime
"Langoliers, The",Drama
"Last Wedding, The (Kivenpyörittäjän kylä)",Comedy
Last of the Dogmen,Adventure
Whisper of the Heart (Mimi wo sumaseba),Animation
Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban),Action
"Summer's Tale, A (Conte d'été)",Comedy
"Late Shift, The",Comedy
Pusher,Crime
Emma,Romance
"Boxer, The",Drama
Gummo,Drama
Nirvana,Action
"Lion King II: Simba's Pride, The",Adventure
From the Earth to the Moon,Action
Beowulf,Action
RKO 281,Drama
From Dusk Till Dawn 2: Texas Blood Money,Comedy
Gia,Drama
Thursday,Action
Who Am I? (Wo shi shei),Action
Merlin,Action
Brave New World,Sci-Fi
Addams Family Reunion,Children
Purgatory,Fantasy
Bleeder,Drama
Dark Portals: The Chronicles of Vidocq  (Vidocq),Action
Candyman 3: Day of the Dead,Horror
"Batman/Superman Movie, The",Action
"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni)",Action
Style Wars,Documentary
In July (Im Juli),Comedy
Kirikou and the Sorceress (Kirikou et la sorcière),Adventure
Taxi 2,Action
If These Walls Could Talk 2,Drama
"10th Kingdom, The",Adventure
"Wind Will Carry Us, The (Bad ma ra khahad bord)",Drama
2046,Drama
Bartleby,Comedy
Batman Beyond: Return of the Joker,Action
Audition (Ôdishon),Drama
"Nine Lives of Tomas Katz, The",Comedy
Monday,Action
Paradise Lost 2: Revelations,Documentary
Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre),Adventure
Daria: Is It Fall Yet?,Animation
Late Night Shopping,Comedy
61*,Drama
Joint Security Area (Gongdong gyeongbi guyeok JSA),Crime
Ripley's Game,Drama
Jalla! Jalla!,Comedy
Teknolust,Comedy
"Accidental Spy, The (Dak miu mai shing)",Action
Darkness,Horror
Blood: The Last Vampire,Action
Blueberry,Adventure
American Psycho II: All American Girl,Comedy
Ali G Indahouse,Comedy
Dead or Alive 2: Tôbôsha,Action
Cube 2: Hypercube,Horror
Pulse (Kairo),Horror
Dog Days (Hundstage),Drama
My Sassy Girl (Yeopgijeogin geunyeo),Comedy
Nothing,Comedy
Undertaking Betty (Plots with a View),Comedy
Dead or Alive: Final,Comedy
Fubar,Comedy
"Happiness of the Katakuris, The (Katakuri-ke no kôfuku)",Comedy
Dead End,Comedy
Sympathy for Mr. Vengeance (Boksuneun naui geot),Crime
Jesus Christ Vampire Hunter,Action
Suicide Club (Jisatsu saakuru),Horror
Battlestar Galactica,Drama
"Sound of Thunder, A",Action
"Lion King 1½, The",Adventure
Oasis,Drama
Remember Me (Ricordati di me),Comedy
"Animatrix, The",Action
"Brown Bunny, The",Drama
Ju-on: The Curse,Horror
11:14,Comedy
Tremors 4: The Legend Begins,Action
Bring It On Again,Comedy
"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les)",Action
And Starring Pancho Villa as Himself,Action
Nicotina,Action
Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka),Action
In Hell,Action
Lemony Snicket's A Series of Unfortunate Events,Adventure
Helen of Troy,Action
"Green Butchers, The (Grønne slagtere, De)",Comedy
"Very Long Engagement, A (Un long dimanche de fiançailles)",Drama
Last Life in the Universe (Ruang rak noi nid mahasan),Drama
Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu),Action
"Cat Returns, The (Neko no ongaeshi)",Adventure
"Twilight Samurai, The (Tasogare Seibei)",Drama
"Facing Windows (Finestra di fronte, La)",Drama
Ginger Snaps: Unleashed,Horror
'Salem's Lot,Drama
Comic Book: The Movie,Comedy
Intimate Strangers (Confidences trop intimes),Drama
Down to the Bone,Drama
Ju-on: The Grudge,Horror
Old Boy,Mystery
Red Lights (Feux rouges),Drama
Ginger Snaps Back: The Beginning,Fantasy
One Missed Call (Chakushin ari),Horror
"Jacket, The",Drama
Millions,Children
Starship Troopers 2: Hero of the Federation,Action
Ong-Bak: The Thai Warrior (Ong Bak),Action
Infernal Affairs 2 (Mou gaan dou II),Action
"Sea Inside, The (Mar adentro)",Drama
Spanglish,Comedy
"Chorus, The (Choristes, Les)",Drama
Saints and Soldiers,Action
"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die)",Documentary
"Interpreter, The",Drama
Open Water,Drama
Touch of Pink,Comedy
Slasher,Documentary
"Bobby Jones, Stroke of Genius",Drama
Layer Cake,Crime
"Return, The (Vozvrashcheniye)",Drama
Flight of the Phoenix,Action
Mean Creek,Drama
"Ring Two, The",Drama
"Corporation, The",Documentary
"Yes Men, The",Documentary
Azumi,Action
In My Father's Den,Drama
Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo),Action
Metallica: Some Kind of Monster,Documentary
Born into Brothels,Documentary
DiG!,Documentary
Riding Giants,Documentary
What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?),Comedy
"Scanner Darkly, A",Animation
Casshern,Action
Outfoxed: Rupert Murdoch's War on Journalism,Documentary
Million Dollar Baby,Drama
Gozu (Gokudô kyôfu dai-gekijô: Gozu),Comedy
Hotel Rwanda,Drama
Charlie and the Chocolate Factory,Adventure
3-Iron (Bin-jip),Drama
"Life Aquatic with Steve Zissou, The",Adventure
"Aviator, The",Drama
"Phantom of the Opera, The",Drama
Beyond the Sea,Drama
"Woodsman, The",Drama
In Good Company,Comedy
Meet the Fockers,Comedy
"Assassination of Richard Nixon, The",Crime
"Love Song for Bobby Long, A",Drama
"Merchant of Venice, The",Drama
Fat Albert,Comedy
"Keys to the House, The (Chiavi di casa, Le)",Drama
In the Realms of the Unreal,Animation
White Noise,Drama
"Upside of Anger, The",Comedy
Little Miss Marker,Comedy
Sweet Liberty,Comedy
I Remember Mama,Children
Smooth Talk,Drama
Out Cold,Comedy
Man Trouble,Comedy
Battles Without Honor & Humanity (Jingi naki tatakai),Crime
Stander,Action
Imaginary Heroes,Comedy
Sergeant York,Drama
Ruby & Quentin (Tais-toi!),Comedy
Wizards,Animation
"Life and Death of Peter Sellers, The",Comedy
Appleseed (Appurushîdo),Action
"Many Adventures of Winnie the Pooh, The",Animation
Elektra,Action
Racing Stripes,Children
Coach Carter,Drama
Boys Town,Drama
Gold Diggers of 1935,Comedy
Rocco and His Brothers (Rocco e i suoi fratelli),Crime
Memories of Murder (Salinui chueok),Crime
"Chase, The",Action
"Downfall (Untergang, Der)",Drama
Assault on Precinct 13,Action
Are We There Yet?,Children
Alone in the Dark,Action
Hide and Seek,Horror
Boogeyman,Drama
"Wedding Date, The",Comedy
Rory O'Shea Was Here (Inside I'm Dancing),Drama
Nobody Knows (Dare mo shiranai),Drama
Employee of the Month,Comedy
"Marriage of Maria Braun, The (Ehe der Maria Braun, Die)",Drama
"Trou, Le (Hole, The) (Night Watch, The)",Crime
Double Dragon,Action
Hands Off the Loot (Touchez pas au grisbi),Crime
Purple Butterfly (Zi hudie),Drama
El Cid,Action
Howl's Moving Castle (Hauru no ugoku shiro),Adventure
Steamboy (Suchîmubôi),Action
Gorgeous (Boh lee chun),Action
Hitch,Comedy
Uncle Nino,Comedy
Bride & Prejudice,Comedy
Constantine,Action
Son of the Mask,Adventure
Because of Winn-Dixie,Children
Turtles Can Fly (Lakposhtha hâm parvaz mikonand),Drama
Bunny Lake Is Missing,Mystery
Night Watch (Nochnoy dozor),Action
Sons of the Desert,Comedy
Man of the House,Action
Kung Fu Hustle (Gong fu),Action
Zelary,Drama
Dr. Giggles,Comedy
"Seven-Per-Cent Solution, The",Adventure
"Three Musketeers, The",Action
Royal Flash,Adventure
Control (Kontroll),Comedy
Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null),Drama
Tyler Perry's Diary of a Mad Black Woman,Comedy
Cursed,Horror
"Pacifier, The",Action
Be Cool,Comedy
Gunner Palace,Documentary
Hostage,Action
Robots,Adventure
Class Action,Drama
"Cat and the Canary, The",Horror
"Oh, God! You Devil",Comedy
"Agony and the Ecstasy, The",Drama
Twentieth Century,Comedy
Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud),Crime
Cube Zero,Horror
Julia,Drama
Stealing Rembrandt (Rembrandt),Action
Ice Princess,Children
Melinda and Melinda,Comedy
Milk and Honey,Drama
Miss Congeniality 2: Armed and Fabulous,Adventure
Guess Who,Comedy
D.E.B.S.,Action
"League of Ordinary Gentlemen, A",Documentary
Incident at Loch Ness,Adventure
Call Northside 777,Crime
"Sword of Doom, The (Dai-bosatsu tôge)",Action
800 Bullets (800 Balas),Comedy
If Looks Could Kill,Action
Greedy,Comedy
"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko)",Animation
Knockin' on Heaven's Door,Action
We're No Angels,Comedy
"Touch of Zen, A (Xia nu)",Action
Walker,Adventure
Memories (Memorîzu),Animation
"Wild Parrots of Telegraph Hill, The",Documentary
"Ballad of Jack and Rose, The",Drama
Sin City,Action
Beauty Shop,Comedy
Sahara,Action
Fever Pitch,Comedy
Eros,Drama
Not on the Lips (Pas sur la bouche),Comedy
Electra Glide in Blue,Action
"Special Day, A (Giornata particolare, Una)",Drama
"Man Who Planted Trees, The (Homme qui plantait des arbres, L')",Animation
Tanguy,Comedy
National Lampoon's Lady Killers (National Lampoon's Gold Diggers),Comedy
"Little Girl Who Lives Down the Lane, The",Drama
Ringu 0: Bâsudei,Drama
Brothers (Brødre),Drama
Maidens in Uniform (Mädchen in Uniform),Drama
With Six You Get Eggroll,Comedy
Holiday (Jour de fête),Comedy
Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo),Drama
"Trip to the Moon, A (Voyage dans la lune, Le)",Action
"Ascent, The (Voskhozhdeniye)",Drama
Carrie,Drama
Boccaccio '70,Comedy
"Hitchhiker's Guide to the Galaxy, The",Adventure
"Amityville Horror, The",Horror
Mutant Aliens,Animation
Before the Fall (NaPolA - Elite für den Führer),Drama
"Frisco Kid, The",Comedy
State Property 2,Action
Palindromes,Adventure
"Lot Like Love, A",Comedy
King's Ransom,Comedy
Enron: The Smartest Guys in the Room,Documentary
xXx: State of the Union,Action
Kingdom of Heaven,Action
House of Wax,Horror
Crash,Crime
Mysterious Skin,Drama
Mischief,Comedy
Between Your Legs (Entre las piernas),Drama
San Francisco,Drama
Vampire Hunter D,Animation
"Common Thread, A (a.k.a. Sequins) (Brodeuses)",Drama
"Cocoanuts, The",Comedy
Dear Wendy,Drama
Los Angeles Plays Itself,Documentary
Unleashed (Danny the Dog),Action
Star Wars: Episode III - Revenge of the Sith,Action
Kicking & Screaming,Comedy
Monster-in-Law,Comedy
"Snow Walker, The",Adventure
Divorce - Italian Style (Divorzio all'italiana),Comedy
Madagascar,Adventure
Airborne,Adventure
Mad Hot Ballroom,Children
Dominion: Prequel to the Exorcist,Horror
"Longest Yard, The",Comedy
Saving Face,Comedy
Cinderella Man,Drama
"Sisterhood of the Traveling Pants, The",Adventure
Lords of Dogtown,Action
Rock School,Documentary
Mr. & Mrs. Smith,Action
"Adventures of Sharkboy and Lavagirl 3-D, The",Action
High Tension (Haute tension) (Switchblade Romance),Horror
It's All Gone Pete Tong,Comedy
Eddie Izzard: Dress to Kill,Comedy
Quo Vadis,Drama
Batman Begins,Action
Godzilla: Final Wars (Gojira: Fainaru uôzu),Action
"Perfect Man, The",Comedy
Saint Ralph,Comedy
Herbie: Fully Loaded,Adventure
Land of the Dead,Action
Bewitched,Comedy
Rize,Documentary
Me and You and Everyone We Know,Comedy
"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime)",Comedy
3 Extremes (Three... Extremes) (Saam gaang yi),Horror
"Edukators, The (Die Fetten Jahre sind vorbei)",Comedy
Cop and ½,Comedy
At the Circus,Comedy
War of the Worlds,Action
"March of the Penguins (Marche de l'empereur, La)",Documentary
Rebound,Comedy
Dark Water,Drama
"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De)",Drama
Fantastic Four,Action
Murderball,Documentary
Wedding Crashers,Comedy
Happy Endings,Comedy
Hustle & Flow,Crime
Hardware,Action
"Calcium Kid, The",Comedy
"Island, The",Action
Bad News Bears,Children
"Devil's Rejects, The",Action
Last Days,Drama
November,Drama
Sky High,Action
Stealth,Action
Must Love Dogs,Comedy
"Aristocrats, The",Comedy
Georgy Girl,Comedy
"Order, The",Action
Serenity,Action
Broken Flowers,Comedy
Miracles - Mr. Canton and Lady Rose,Action
"Browning Version, The",Drama
"Dukes of Hazzard, The",Action
The Chumscrubber,Comedy
Junebug,Comedy
Deuce Bigalow: European Gigolo,Comedy
"Skeleton Key, The",Drama
Four Brothers,Action
The Great Raid,Action
Pretty Persuasion,Comedy
Grizzly Man,Documentary
Private Resort,Comedy
Pusher II: With Blood on My Hands,Action
Duma,Adventure
Animal Farm,Animation
"Teahouse of the August Moon, The",Comedy
"40-Year-Old Virgin, The",Comedy
Red Eye,Horror
Hidden (a.k.a. Cache) (Caché),Drama
Asterix & Obelix vs. Caesar (Astérix et Obélix contre César),Adventure
Kin-Dza-Dza!,Comedy
Valiant,Adventure
"Brothers Grimm, The",Comedy
"Baxter, The",Comedy
"Cave, The",Action
"Constant Gardener, The",Drama
Transporter 2,Action
Just Like Heaven,Comedy
Proof,Drama
Lord of War,Action
Cry_Wolf (a.k.a. Cry Wolf),Drama
Everything Is Illuminated,Comedy
Thumbsucker,Comedy
Family Guy Presents Stewie Griffin: The Untold Story,Adventure
Police Story 2 (Ging chaat goo si juk jaap),Action
New Police Story (Xin jing cha gu shi),Action
Go West,Comedy
Why We Fight,Documentary
Doom,Action
Domino,Crime
Waiting...,Comedy
Aeon Flux,Action
Frankenstein 90,Comedy
"Unfinished Life, An",Drama
"Man, The",Action
Survive Style 5+,Fantasy
Woyzeck,Drama
"Exorcism of Emily Rose, The",Crime
Flightplan,Action
Corpse Bride,Animation
Green Street Hooligans (a.k.a. Hooligans),Crime
"History of Violence, A",Action
Oliver Twist,Drama
"Greatest Game Ever Played, The",Drama
Capote,Crime
Final Fantasy VII: Advent Children,Action
Roll Bounce,Comedy
Into the Blue,Action
MirrorMask,Adventure
Wallace & Gromit in The Curse of the Were-Rabbit,Adventure
Kiss Kiss Bang Bang,Comedy
"Bittersweet Life, A (Dalkomhan insaeng)",Action
"Short Film About Love, A (Krótki film o milosci)",Drama
"All This, and Heaven Too",Drama
Darwin's Nightmare,Documentary
Beowulf & Grendel,Action
No Direction Home: Bob Dylan,Documentary
Goal! The Dream Begins (Goal!),Drama
"Wraith, The",Action
In Her Shoes,Comedy
"Squid and the Whale, The",Comedy
Two for the Money,Drama
Brokeback Mountain,Drama
Elizabethtown,Comedy
North Country,Drama
"Good Night, and Good Luck.",Crime
Dreamer: Inspired by a True Story,Children
"Proposition, The",Crime
"Fog, The",Action
Shopgirl,Comedy
Stay,Thriller
"Legend of Zorro, The",Action
"Weather Man, The",Comedy
Saw II,Horror
Prime,Comedy
Don't Move (Non ti muovere),Drama
American Pie Presents: Band Camp (American Pie 4: Band Camp),Comedy
"Great Yokai War, The (Yôkai daisensô)",Adventure
Manderlay,Drama
Revolver,Crime
Jarhead,Action
Chicken Little,Action
Dead Man's Shoes,Crime
Joyeux Noël (Merry Christmas),Drama
Night of the Lepus,Horror
"Match Factory Girl, The (Tulitikkutehtaan tyttö)",Comedy
Sword of the Beast (Kedamono no ken),Action
Just Friends,Comedy
Syriana,Drama
One-Way Ticket to Mombasa (Menolippu Mombasaan),Comedy
Derailed,Drama
Creep,Horror
Pride & Prejudice,Drama
Babylon 5,Sci-Fi
Wolf Creek,Crime
"Descent, The",Adventure
Harry Potter and the Goblet of Fire,Adventure
Walk the Line,Drama
Rent,Drama
Zathura,Action
C.R.A.Z.Y.,Drama
Sarah Silverman: Jesus Is Magic,Comedy
Breakfast on Pluto,Comedy
"Ice Harvest, The",Action
"Yours, Mine and Ours",Comedy
"Libertine, The",Drama
"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L')",Crime
Match Point,Crime
Paradise Now,Crime
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",Adventure
King Kong,Action
Memoirs of a Geisha,Drama
"Family Stone, The",Comedy
Havoc,Crime
Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu),Action
"Room for Romeo Brass, A",Comedy
"Matador, The",Comedy
Wal-Mart: The High Cost of Low Price,Documentary
Mozart and the Whale,Comedy
Don't Look Now: We're Being Shot At (La grande vadrouille),Comedy
"Three Burials of Melquiades Estrada, The",Adventure
Munich,Action
"Producers, The",Comedy
Transamerica,Adventure
Rumor Has It...,Comedy
Cheaper by the Dozen 2,Adventure
Fun with Dick and Jane,Comedy
"Ringer, The",Comedy
Casanova,Action
Mrs. Henderson Presents,Comedy
"Ear, The (Ucho)",Drama
Luxo Jr.,Animation
"Dentist, The",Horror
"New World, The",Adventure
Voices of a Distant Star (Hoshi no koe),Animation
7 Faces of Dr. Lao,Fantasy
Samurai Assassin (Samurai),Action
"Boys of Baraka, The",Documentary
Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi),Crime
Grand Theft Parsons,Comedy
District 13 (Banlieue 13),Action
Hostel,Horror
Grandma's Boy,Comedy
Tristan & Isolde,Drama
Glory Road,Drama
Last Holiday,Comedy
Hoodwinked!,Animation
Underworld: Evolution,Action
Looking for Comedy in the Muslim World,Comedy
Casper Meets Wendy,Adventure
Revolution,Adventure
Project A ('A' gai waak),Action
"Bird People in China, The (Chûgoku no chôjin)",Adventure
Water,Drama
Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage),Drama
"World's Fastest Indian, The",Drama
Bandidas,Action
Tristram Shandy: A Cock and Bull Story,Comedy
Helter Skelter,Action
Annapolis,Drama
Big Momma's House 2,Action
Nanny McPhee,Children
"Tuskegee Airmen, The",Drama
Final Destination 3,Horror
Something New,Comedy
Block Party (a.k.a. Dave Chappelle's Block Party),Comedy
Imagine Me & You,Comedy
"Pink Panther, The",Adventure
Curious George,Adventure
Firewall,Crime
When a Stranger Calls,Horror
London,Drama
Freedomland,Crime
Winter Passing,Drama
Eight Below,Action
Date Movie,Comedy
Running Scared,Action
Ultraviolet,Action
Just My Luck,Comedy
Pulse,Action
16 Blocks,Crime
Failure to Launch,Comedy
Ultimate Avengers,Action
Ice Age 2: The Meltdown,Adventure
Ask the Dust,Drama
V for Vendetta,Action
She's the Man,Comedy
Thank You for Smoking,Comedy
Find Me Guilty,Comedy
Inside Man,Crime
Tsotsi,Crime
Aquamarine,Children
Leprechaun 2,Comedy
Leprechaun 3,Comedy
Leprechaun 4: In Space,Comedy
Lights in the Dusk (Laitakaupungin valot),Crime
"Hills Have Eyes, The",Drama
"Shaggy Dog, The",Adventure
Unknown White Male,Documentary
"Lives of Others, The (Das leben der Anderen)",Drama
Youth of the Beast (Yaju no seishun),Action
Take the Lead,Drama
"Devil and Daniel Johnston, The",Documentary
Mouchette,Drama
Lucky Number Slevin,Crime
Volver,Comedy
Akeelah and the Bee,Drama
Brainstorm,Drama
Stay Alive,Horror
Basic Instinct 2,Crime
Brick,Crime
"Dead Hate the Living!, The",Comedy
Evil Aliens,Comedy
This Film Is Not Yet Rated,Documentary
Slither,Comedy
"Benchwarmers, The",Comedy
Renaissance,Action
Go for Zucker! (Alles auf Zucker!),Comedy
Friends with Money,Comedy
Reefer Madness: The Movie Musical,Comedy
Candy,Drama
Secrets of a Soul (Geheimnisse einer Seele),Drama
"Child, The (L'enfant)",Crime
9/11,Documentary
Scary Movie 4,Comedy
Hard Candy,Drama
"Prairie Home Companion, A",Comedy
"Sentinel, The",Crime
"Wild, The",Adventure
Silent Hill,Fantasy
American Dreamz,Comedy
Kinky Boots,Comedy
"Protector, The (a.k.a. Warrior King) (Tom yum goong)",Action
Mission: Impossible III,Action
RV,Adventure
United 93,Crime
Stick It,Comedy
"American Haunting, An",Drama
Down in the Valley,Drama
Over the Hedge,Adventure
Art School Confidential,Comedy
Poseidon,Action
"Da Vinci Code, The",Drama
X-Men: The Last Stand,Action
"Break-Up, The",Comedy
Peaceful Warrior,Drama
Cars,Animation
"Notorious Bettie Page, The",Drama
Game 6,Comedy
On a Clear Day,Drama
"Omen, The",Horror
Nacho Libre,Comedy
"Lake House, The",Drama
Click,Adventure
"Devil Wears Prada, The",Comedy
Pirates of the Caribbean: Dead Man's Chest,Action
"You, Me and Dupree",Comedy
Clerks II,Comedy
Lady in the Water,Drama
My Super Ex-Girlfriend,Comedy
Marie Antoinette,Drama
Who Killed the Electric Car?,Documentary
"Inconvenient Truth, An",Documentary
Career Opportunities,Comedy
High School Musical,Children
I Am a Sex Addict,Comedy
Stoned,Drama
Jet Li's Fearless (Huo Yuan Jia),Action
"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The)",Action
Garfield: A Tail of Two Kitties,Animation
Metal: A Headbanger's Journey,Documentary
"Public Eye, The",Crime
Superman Returns,Action
"Road to Guantanamo, The",Drama
Edmond,Drama
"OH in Ohio, The",Comedy
Little Miss Sunshine,Adventure
"Fallen Idol, The",Drama
Babel,Drama
Strangers with Candy,Comedy
Wordplay,Documentary
Army of Shadows (L'armée des ombres),Action
Orchestra Rehearsal (Prova d'orchestra),Drama
Little Man,Comedy
Monster House,Animation
Snakes on a Plane,Action
Scoop,Comedy
Talladega Nights: The Ballad of Ricky Bobby,Action
Night at the Museum,Action
World Trade Center,Drama
Stranger than Fiction,Comedy
Miami Vice,Action
"Pursuit of Happyness, The",Drama
John Tucker Must Die,Comedy
"Ant Bully, The",Adventure
Crank,Action
"Secret Life of Words, The",Drama
Chaos,Action
"Night Listener, The",Fantasy
Step Up,Drama
Zoom,Adventure
Mind Game,Adventure
Half Nelson,Drama
"Moustache, La",Drama
Tideland,Drama
Adam's Apples (Adams æbler),Comedy
Material Girls,Children
Accepted,Comedy
Crime Busters,Action
Born to Kill,Crime
"Illusionist, The",Drama
The Queen,Drama
Beerfest,Comedy
Invincible,Drama
Idlewild,Crime
"Red Balloon, The (Ballon rouge, Le)",Children
Angel-A,Comedy
"Chump at Oxford, A",Comedy
"Icicle Thief, The (Ladri di saponette)",Comedy
"Puffy Chair, The",Drama
"Wicker Man, The",Horror
"Wind That Shakes the Barley, The",Drama
Severance,Comedy
Hollywoodland,Crime
"Covenant, The",Action
"Last Kiss, The",Comedy
SherryBaby,Drama
Idiocracy,Adventure
Jesus Camp,Documentary
"Bow, The (Hwal)",Drama
"Tiger and the Snow, The (La tigre e la neve)",Comedy
"Fountain, The",Drama
Fear City: A Family-Style Comedy (La cité de la peur),Comedy
"Science of Sleep, The (La science des rêves)",Comedy
"Black Dahlia, The",Crime
"Woods, The",Horror
Gridiron Gang,Drama
Land of Plenty (Angst and Alienation in America),Drama
"Bridge, The",Documentary
Apocalypto,Adventure
Flyboys,Action
Jackass Number Two,Comedy
All the King's Men,Drama
Conversations with Other Women,Comedy
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy
"Pan's Labyrinth (Laberinto del fauno, El)",Drama
"Guardian, The",Action
Open Season,Adventure
School for Scoundrels,Comedy
"Departed, The",Crime
"Texas Chainsaw Massacre: The Beginning, The",Horror
Employee of the Month,Comedy
Running With Scissors,Comedy
Man of the Year,Comedy
"Marine, The",Action
Infamous,Drama
Fellini's Casanova (Il Casanova di Federico Fellini),Drama
Chapayev,Drama
Feast,Action
Little Children,Drama
Deliver Us from Evil,Documentary
"Last King of Scotland, The",Drama
"U.S. vs. John Lennon, The",Documentary
Shortbus,Comedy
Children of Men,Action
"Prestige, The",Drama
Flags of Our Fathers,Drama
13 Tzameti,Film-Noir
Saw III,Crime
Catch a Fire,Drama
Death of a President,Crime
Flushed Away,Animation
Perfume: The Story of a Murderer,Crime
"Santa Clause 3: The Escape Clause, The",Comedy
Mom and Dad Save the World,Comedy
"Good Year, A",Comedy
Shut Up & Sing,Documentary
For Your Consideration,Comedy
Fuck,Comedy
Shooting Dogs (a.k.a. Beyond the Gates),Documentary
Casino Royale,Action
Happy Feet,Adventure
Let's Go to Prison,Comedy
Déjà Vu (Deja Vu),Action
Bobby,Drama
10 Items or Less,Comedy
"Holiday, The",Comedy
